ID,Azul,Verde,Rojo,NIR,Borde rojo
Pina_26meses(SC),0.015,0.045,0.018,0.481,0.184
Pina_26meses(SC),0.015,0.048,0.021,0.399,0.176
Pina_26meses(SC),0.016,0.044,0.022,0.389,0.163
Pina_26meses(SC),0.016,0.046,0.019,0.47,0.186
Pina_26meses(SC),0.013,0.044,0.018,0.444,0.178
Pina_26meses(SC),0.013,0.038,0.016,0.403,0.153
Pina_26meses(SC),0.015,0.053,0.019,0.491,0.206
Pina_26meses(SC),0.025,0.062,0.032,0.449,0.198
Pina_26meses(SC),0.016,0.055,0.023,0.392,0.195
Pina_26meses(SC),0.02,0.046,0.027,0.372,0.155
Pina_26meses(SC),0.017,0.046,0.021,0.431,0.173
Pina_26meses(SC),0.017,0.052,0.023,0.387,0.173
Pina_26meses(SC),0.017,0.051,0.02,0.516,0.2
Pina_26meses(SC),0.021,0.059,0.028,0.446,0.215
Pina_26meses(SC),0.014,0.054,0.019,0.515,0.236
Pina_26meses(SC),0.024,0.075,0.03,0.466,0.256
Pina_26meses(SC),0.018,0.049,0.022,0.455,0.19
Pina_26meses(SC),0.017,0.046,0.022,0.469,0.197
Pina_26meses(SC),0.013,0.043,0.018,0.447,0.186
Pina_26meses(SC),0.012,0.036,0.015,0.374,0.151
Pina_26meses(SC),0.015,0.045,0.018,0.481,0.193
Pina_26meses(SC),0.015,0.048,0.021,0.4,0.183
Pina_26meses(SC),0.016,0.044,0.022,0.389,0.171
Pina_26meses(SC),0.016,0.045,0.019,0.47,0.194
Pina_26meses(SC),0.013,0.044,0.018,0.444,0.186
Pina_26meses(SC),0.013,0.038,0.016,0.403,0.161
Pina_26meses(SC),0.015,0.052,0.019,0.491,0.215
Pina_26meses(SC),0.025,0.061,0.032,0.45,0.206
Pina_26meses(SC),0.016,0.055,0.023,0.392,0.202
Pina_26meses(SC),0.02,0.046,0.027,0.372,0.162
Pina_26meses(SC),0.017,0.045,0.021,0.431,0.181
Pina_26meses(SC),0.017,0.052,0.022,0.387,0.179
Pina_26meses(SC),0.016,0.051,0.02,0.516,0.21
Pina_26meses(SC),0.021,0.058,0.028,0.446,0.224
Pina_26meses(SC),0.014,0.054,0.019,0.515,0.246
Pina_26meses(SC),0.025,0.075,0.03,0.466,0.265
Pina_26meses(SC),0.018,0.048,0.022,0.455,0.199
Pina_26meses(SC),0.017,0.046,0.021,0.469,0.206
Pina_26meses(SC),0.013,0.043,0.018,0.447,0.195
Pina_26meses(SC),0.012,0.036,0.015,0.374,0.158
Pina_26meses(SC),0.015,0.044,0.017,0.481,0.203
Pina_26meses(SC),0.015,0.047,0.021,0.4,0.19
Pina_26meses(SC),0.016,0.043,0.022,0.389,0.179
Pina_26meses(SC),0.016,0.045,0.019,0.471,0.204
Pina_26meses(SC),0.013,0.043,0.018,0.445,0.195
Pina_26meses(SC),0.013,0.038,0.016,0.403,0.168
Pina_26meses(SC),0.015,0.051,0.019,0.491,0.225
Pina_26meses(SC),0.025,0.061,0.032,0.45,0.214
Pina_26meses(SC),0.016,0.055,0.023,0.393,0.209
Pina_26meses(SC),0.02,0.045,0.027,0.373,0.168
Pina_26meses(SC),0.017,0.045,0.021,0.432,0.189
Pina_26meses(SC),0.017,0.051,0.022,0.387,0.186
Pina_26meses(SC),0.017,0.05,0.02,0.516,0.219
Pina_26meses(SC),0.021,0.058,0.028,0.446,0.233
Pina_26meses(SC),0.014,0.053,0.018,0.515,0.256
Pina_26meses(SC),0.025,0.074,0.029,0.466,0.274
Pina_26meses(SC),0.018,0.048,0.021,0.455,0.207
Pina_26meses(SC),0.017,0.046,0.021,0.469,0.215
Pina_26meses(SC),0.013,0.043,0.018,0.448,0.203
Pina_26meses(SC),0.012,0.035,0.015,0.375,0.165
Pina_26meses(SC),0.015,0.044,0.017,0.482,0.212
Pina_26meses(SC),0.015,0.047,0.02,0.4,0.198
Pina_26meses(SC),0.016,0.043,0.021,0.389,0.186
Pina_26meses(SC),0.016,0.045,0.019,0.471,0.213
Pina_26meses(SC),0.013,0.043,0.018,0.445,0.203
Pina_26meses(SC),0.013,0.037,0.016,0.404,0.176
Pina_26meses(SC),0.015,0.051,0.018,0.491,0.234
Pina_26meses(SC),0.025,0.061,0.032,0.45,0.222
Pina_26meses(SC),0.016,0.054,0.022,0.393,0.216
Pina_26meses(SC),0.02,0.045,0.026,0.373,0.175
Pina_26meses(SC),0.017,0.044,0.02,0.432,0.197
Pina_26meses(SC),0.017,0.051,0.022,0.388,0.193
Pina_26meses(SC),0.017,0.05,0.019,0.516,0.229
Pina_26meses(SC),0.021,0.057,0.027,0.446,0.241
Pina_26meses(SC),0.014,0.053,0.018,0.515,0.266
Pina_26meses(SC),0.025,0.073,0.029,0.466,0.282
Pina_26meses(SC),0.018,0.047,0.021,0.455,0.216
Pina_26meses(SC),0.017,0.045,0.021,0.469,0.223
Pina_26meses(SC),0.013,0.042,0.018,0.448,0.211
Pina_26meses(SC),0.012,0.035,0.014,0.375,0.171
Pina_26meses(SC),0.015,0.043,0.017,0.482,0.221
Pina_26meses(SC),0.015,0.046,0.02,0.4,0.205
Pina_26meses(SC),0.016,0.043,0.021,0.388,0.193
Pina_26meses(SC),0.016,0.044,0.019,0.471,0.221
Pina_26meses(SC),0.013,0.042,0.017,0.445,0.211
Pina_26meses(SC),0.013,0.037,0.015,0.404,0.183
Pina_26meses(SC),0.015,0.05,0.018,0.492,0.244
Pina_26meses(SC),0.025,0.06,0.031,0.451,0.23
Pina_26meses(SC),0.016,0.054,0.022,0.393,0.223
Pina_26meses(SC),0.02,0.045,0.026,0.373,0.181
Pina_26meses(SC),0.017,0.044,0.02,0.433,0.204
Pina_26meses(SC),0.017,0.05,0.022,0.388,0.2
Pina_26meses(SC),0.017,0.049,0.019,0.517,0.239
Pina_26meses(SC),0.021,0.057,0.027,0.446,0.248
Pina_26meses(SC),0.014,0.052,0.018,0.515,0.276
Pina_26meses(SC),0.025,0.072,0.028,0.467,0.29
Pina_26meses(SC),0.018,0.047,0.021,0.455,0.224
Pina_26meses(SC),0.017,0.045,0.021,0.469,0.232
Pina_26meses(SC),0.013,0.042,0.017,0.448,0.22
Pina_26meses(SC),0.012,0.034,0.014,0.375,0.178
Pina_26meses(SC),0.015,0.043,0.017,0.482,0.231
Pina_26meses(SC),0.015,0.046,0.02,0.401,0.212
Pina_26meses(SC),0.016,0.042,0.021,0.388,0.2
Pina_26meses(SC),0.016,0.044,0.018,0.471,0.23
Pina_26meses(SC),0.013,0.042,0.017,0.445,0.22
Pina_26meses(SC),0.013,0.036,0.015,0.404,0.191
Pina_26meses(SC),0.015,0.05,0.018,0.492,0.253
Pina_26meses(SC),0.026,0.06,0.031,0.451,0.237
Pina_26meses(SC),0.016,0.053,0.022,0.393,0.23
Pina_26meses(SC),0.02,0.044,0.026,0.373,0.188
Pina_26meses(SC),0.017,0.044,0.02,0.433,0.212
Pina_26meses(SC),0.018,0.05,0.021,0.389,0.206
Pina_26meses(SC),0.017,0.049,0.019,0.517,0.249
Pina_26meses(SC),0.021,0.056,0.027,0.446,0.256
Pina_26meses(SC),0.014,0.051,0.017,0.514,0.286
Pina_26meses(SC),0.025,0.071,0.028,0.467,0.297
Pina_26meses(SC),0.018,0.046,0.021,0.455,0.233
Pina_26meses(SC),0.017,0.044,0.021,0.469,0.241
Pina_26meses(SC),0.013,0.041,0.017,0.448,0.228
Pina_26meses(SC),0.012,0.034,0.014,0.376,0.186
Pina_26meses(SC),0.015,0.042,0.017,0.483,0.24
Pina_26meses(SC),0.015,0.045,0.02,0.401,0.219
Pina_26meses(SC),0.016,0.042,0.021,0.389,0.207
Pina_26meses(SC),0.016,0.043,0.018,0.471,0.239
Pina_26meses(SC),0.014,0.041,0.017,0.445,0.228
Pina_26meses(SC),0.013,0.036,0.015,0.404,0.199
Pina_26meses(SC),0.015,0.049,0.018,0.492,0.263
Pina_26meses(SC),0.026,0.059,0.031,0.452,0.246
Pina_26meses(SC),0.016,0.052,0.021,0.394,0.237
Pina_26meses(SC),0.02,0.044,0.026,0.374,0.195
Pina_26meses(SC),0.017,0.043,0.02,0.434,0.221
Pina_26meses(SC),0.018,0.049,0.021,0.389,0.213
Pina_26meses(SC),0.017,0.048,0.019,0.518,0.258
Pina_26meses(SC),0.021,0.055,0.026,0.446,0.263
Pina_26meses(SC),0.014,0.051,0.017,0.514,0.296
Pina_26meses(SC),0.025,0.07,0.028,0.467,0.305
Pina_26meses(SC),0.018,0.046,0.02,0.455,0.241
Pina_26meses(SC),0.017,0.043,0.02,0.47,0.25
Pina_26meses(SC),0.013,0.041,0.017,0.448,0.237
Pina_26meses(SC),0.012,0.034,0.014,0.376,0.193
Pina_26meses(SC),0.015,0.042,0.016,0.483,0.25
Pina_26meses(SC),0.015,0.045,0.02,0.401,0.227
Pina_26meses(SC),0.016,0.041,0.021,0.389,0.213
Pina_26meses(SC),0.016,0.042,0.018,0.471,0.248
Pina_26meses(SC),0.014,0.041,0.017,0.445,0.237
Pina_26meses(SC),0.013,0.035,0.015,0.404,0.207
Pina_26meses(SC),0.015,0.048,0.017,0.493,0.272
Pina_26meses(SC),0.026,0.058,0.031,0.452,0.254
Pina_26meses(SC),0.016,0.052,0.021,0.394,0.243
Pina_26meses(SC),0.02,0.044,0.026,0.374,0.202
Pina_26meses(SC),0.017,0.042,0.02,0.434,0.229
Pina_26meses(SC),0.018,0.049,0.021,0.389,0.22
Pina_26meses(SC),0.017,0.047,0.018,0.518,0.269
Pina_26meses(SC),0.021,0.055,0.026,0.446,0.271
Pina_26meses(SC),0.015,0.05,0.017,0.514,0.305
Pina_26meses(SC),0.025,0.069,0.027,0.467,0.313
Pina_26meses(SC),0.018,0.045,0.02,0.455,0.25
Pina_26meses(SC),0.018,0.043,0.02,0.469,0.259
Pina_26meses(SC),0.013,0.04,0.017,0.448,0.246
Pina_26meses(SC),0.012,0.033,0.014,0.376,0.2
Pina_26meses(SC),0.015,0.041,0.016,0.483,0.261
Pina_26meses(SC),0.015,0.044,0.019,0.402,0.234
Pina_26meses(SC),0.016,0.041,0.02,0.389,0.22
Pina_26meses(SC),0.016,0.042,0.018,0.471,0.257
Pina_26meses(SC),0.014,0.04,0.017,0.445,0.245
Pina_26meses(SC),0.013,0.035,0.015,0.405,0.215
Pina_26meses(SC),0.015,0.047,0.017,0.493,0.283
Pina_26meses(SC),0.026,0.058,0.03,0.452,0.262
Pina_26meses(SC),0.016,0.051,0.021,0.394,0.25
Pina_26meses(SC),0.02,0.043,0.026,0.374,0.209
Pina_26meses(SC),0.017,0.042,0.019,0.434,0.238
Pina_26meses(SC),0.018,0.048,0.021,0.389,0.227
Pina_26meses(SC),0.017,0.046,0.018,0.518,0.279
Pina_26meses(SC),0.021,0.054,0.026,0.446,0.278
Pina_26meses(SC),0.015,0.049,0.017,0.514,0.313
Pina_26meses(SC),0.025,0.068,0.027,0.467,0.321
Pina_26meses(SC),0.018,0.044,0.02,0.455,0.258
Pina_26meses(SC),0.018,0.042,0.02,0.469,0.267
Pina_26meses(SC),0.013,0.039,0.017,0.448,0.254
Pina_26meses(SC),0.012,0.033,0.014,0.376,0.207
Pina_26meses(SC),0.015,0.04,0.016,0.483,0.27
Pina_26meses(SC),0.015,0.043,0.019,0.401,0.241
Pina_26meses(SC),0.016,0.04,0.02,0.388,0.226
Pina_26meses(SC),0.016,0.041,0.018,0.471,0.265
Pina_26meses(SC),0.014,0.039,0.016,0.445,0.253
Pina_26meses(SC),0.013,0.034,0.015,0.405,0.223
Pina_26meses(SC),0.015,0.046,0.017,0.493,0.292
Pina_26meses(SC),0.026,0.057,0.03,0.452,0.27
Pina_26meses(SC),0.016,0.05,0.021,0.394,0.256
Pina_26meses(SC),0.02,0.043,0.025,0.375,0.215
Pina_26meses(SC),0.017,0.041,0.019,0.434,0.246
Pina_26meses(SC),0.018,0.047,0.02,0.39,0.234
Pina_26meses(SC),0.017,0.046,0.018,0.517,0.29
Pina_26meses(SC),0.021,0.053,0.026,0.446,0.285
Pina_26meses(SC),0.015,0.048,0.017,0.514,0.321
Pina_26meses(SC),0.025,0.067,0.027,0.467,0.328
Pina_26meses(SC),0.018,0.044,0.02,0.455,0.265
Pina_26meses(SC),0.018,0.041,0.02,0.47,0.275
Pina_26meses(SC),0.013,0.039,0.017,0.448,0.261
Pina_26meses(SC),0.012,0.032,0.013,0.376,0.214
Pina_26meses(SC),0.015,0.039,0.016,0.483,0.28
Pina_26meses(SC),0.015,0.043,0.019,0.401,0.248
Pina_26meses(SC),0.016,0.04,0.02,0.388,0.232
Pina_26meses(SC),0.016,0.04,0.018,0.471,0.273
Pina_26meses(SC),0.014,0.039,0.016,0.445,0.261
Pina_26meses(SC),0.014,0.034,0.015,0.405,0.23
Pina_26meses(SC),0.015,0.046,0.017,0.493,0.301
Pina_26meses(SC),0.026,0.056,0.03,0.452,0.278
Pina_26meses(SC),0.016,0.05,0.02,0.394,0.262
Pina_26meses(SC),0.02,0.042,0.025,0.375,0.221
Pina_26meses(SC),0.017,0.04,0.019,0.434,0.254
Pina_26meses(SC),0.018,0.046,0.02,0.39,0.24
Pina_26meses(SC),0.017,0.045,0.018,0.517,0.299
Pina_26meses(SC),0.021,0.053,0.026,0.446,0.291
Pina_26meses(SC),0.015,0.047,0.016,0.514,0.329
Pina_26meses(SC),0.025,0.066,0.026,0.467,0.334
Pina_26meses(SC),0.018,0.043,0.02,0.456,0.272
Pina_26meses(SC),0.018,0.041,0.02,0.47,0.283
Pina_26meses(SC),0.013,0.038,0.017,0.448,0.269
Pina_26meses(SC),0.012,0.032,0.013,0.376,0.22
Pina_26meses(SC),0.015,0.039,0.016,0.483,0.288
Pina_26meses(SC),0.015,0.042,0.019,0.402,0.254
Pina_26meses(SC),0.017,0.039,0.02,0.389,0.238
Pina_26meses(SC),0.017,0.04,0.018,0.471,0.281
Pina_26meses(SC),0.014,0.038,0.016,0.445,0.268
Pina_26meses(SC),0.014,0.033,0.015,0.405,0.238
Pina_26meses(SC),0.015,0.045,0.017,0.492,0.31
Pina_26meses(SC),0.026,0.056,0.03,0.452,0.285
Pina_26meses(SC),0.016,0.049,0.02,0.394,0.267
Pina_26meses(SC),0.02,0.042,0.025,0.375,0.227
Pina_26meses(SC),0.017,0.04,0.019,0.435,0.262
Pina_26meses(SC),0.018,0.046,0.02,0.39,0.247
Pina_26meses(SC),0.017,0.044,0.018,0.517,0.308
Pina_26meses(SC),0.021,0.052,0.025,0.446,0.297
Pina_26meses(SC),0.015,0.046,0.016,0.514,0.338
Pina_26meses(SC),0.025,0.065,0.026,0.467,0.34
Pina_26meses(SC),0.018,0.042,0.02,0.456,0.281
Pina_26meses(SC),0.018,0.04,0.02,0.47,0.291
Pina_26meses(SC),0.014,0.037,0.016,0.448,0.277
Pina_26meses(SC),0.012,0.031,0.013,0.376,0.227
Pina_26meses(SC),0.015,0.038,0.016,0.483,0.298
Pina_26meses(SC),0.015,0.041,0.019,0.402,0.261
Pina_26meses(SC),0.017,0.038,0.02,0.389,0.244
Pina_26meses(SC),0.017,0.039,0.017,0.471,0.289
Pina_26meses(SC),0.014,0.037,0.016,0.445,0.277
Pina_26meses(SC),0.014,0.032,0.015,0.405,0.245
Pina_26meses(SC),0.015,0.044,0.017,0.492,0.318
Pina_26meses(SC),0.026,0.055,0.03,0.452,0.293
Pina_26meses(SC),0.016,0.048,0.02,0.394,0.273
Pina_26meses(SC),0.02,0.041,0.025,0.375,0.234
Pina_26meses(SC),0.017,0.039,0.019,0.435,0.27
Pina_26meses(SC),0.018,0.045,0.02,0.39,0.253
Pina_26meses(SC),0.017,0.043,0.018,0.517,0.317
Pina_26meses(SC),0.021,0.051,0.025,0.446,0.304
Pina_26meses(SC),0.015,0.045,0.016,0.514,0.347
Pina_26meses(SC),0.025,0.064,0.026,0.467,0.346
Pina_26meses(SC),0.018,0.042,0.019,0.456,0.289
Pina_26meses(SC),0.018,0.039,0.02,0.47,0.3
Pina_26meses(SC),0.014,0.037,0.016,0.448,0.285
Pina_26meses(SC),0.012,0.03,0.013,0.377,0.234
Pina_26meses(SC),0.015,0.037,0.016,0.483,0.307
Pina_26meses(SC),0.015,0.041,0.019,0.402,0.267
Pina_26meses(SC),0.017,0.038,0.02,0.389,0.251
Pina_26meses(SC),0.017,0.038,0.017,0.471,0.297
Pina_26meses(SC),0.014,0.037,0.016,0.445,0.285
Pina_26meses(SC),0.014,0.032,0.015,0.405,0.253
Pina_26meses(SC),0.016,0.043,0.017,0.493,0.327
Pina_26meses(SC),0.026,0.054,0.029,0.452,0.3
Pina_26meses(SC),0.016,0.047,0.02,0.394,0.279
Pina_26meses(SC),0.02,0.041,0.025,0.375,0.24
Pina_26meses(SC),0.017,0.038,0.019,0.435,0.278
Pina_26meses(SC),0.018,0.044,0.02,0.39,0.259
Pina_26meses(SC),0.017,0.043,0.017,0.517,0.327
Pina_26meses(SC),0.021,0.051,0.025,0.445,0.311
Pina_26meses(SC),0.015,0.044,0.016,0.514,0.355
Pina_26meses(SC),0.025,0.063,0.026,0.466,0.353
Pina_26meses(SC),0.018,0.041,0.019,0.456,0.297
Pina_26meses(SC),0.018,0.039,0.02,0.47,0.308
Pina_26meses(SC),0.014,0.036,0.016,0.449,0.293
Pina_26meses(SC),0.012,0.03,0.013,0.377,0.241
Pina_26meses(SC),0.015,0.036,0.016,0.483,0.316
Pina_26meses(SC),0.015,0.04,0.019,0.402,0.274
Pina_26meses(SC),0.017,0.037,0.02,0.389,0.258
Pina_26meses(SC),0.017,0.038,0.017,0.472,0.306
Pina_26meses(SC),0.014,0.036,0.016,0.445,0.293
Pina_26meses(SC),0.014,0.031,0.015,0.406,0.261
Pina_26meses(SC),0.016,0.042,0.017,0.493,0.336
Pina_26meses(SC),0.026,0.053,0.029,0.452,0.308
Pina_26meses(SC),0.017,0.046,0.02,0.395,0.285
Pina_26meses(SC),0.021,0.04,0.025,0.376,0.247
Pina_26meses(SC),0.017,0.038,0.019,0.435,0.286
Pina_26meses(SC),0.018,0.044,0.02,0.39,0.266
Pina_26meses(SC),0.017,0.042,0.017,0.517,0.337
Pina_26meses(SC),0.022,0.05,0.025,0.445,0.318
Pina_26meses(SC),0.015,0.044,0.016,0.514,0.364
Pina_26meses(SC),0.025,0.062,0.026,0.466,0.36
Pina_26meses(SC),0.018,0.041,0.019,0.456,0.305
Pina_26meses(SC),0.018,0.038,0.02,0.47,0.316
Pina_26meses(SC),0.014,0.035,0.016,0.449,0.301
Pina_26meses(SC),0.012,0.029,0.013,0.377,0.248
Pina_26meses(SC),0.015,0.036,0.016,0.483,0.326
Pina_26meses(SC),0.016,0.04,0.019,0.402,0.281
Pina_26meses(SC),0.017,0.037,0.02,0.389,0.264
Pina_26meses(SC),0.017,0.037,0.017,0.472,0.314
Pina_26meses(SC),0.014,0.035,0.016,0.446,0.301
Pina_26meses(SC),0.014,0.031,0.015,0.406,0.268
Pina_26meses(SC),0.016,0.041,0.017,0.493,0.345
Pina_26meses(SC),0.026,0.053,0.029,0.453,0.315
Pina_26meses(SC),0.017,0.046,0.02,0.395,0.291
Pina_26meses(SC),0.021,0.04,0.025,0.376,0.253
Pina_26meses(SC),0.017,0.037,0.019,0.435,0.294
Pina_26meses(SC),0.018,0.043,0.02,0.39,0.272
Pina_26meses(SC),0.017,0.041,0.017,0.517,0.347
Pina_26meses(SC),0.022,0.049,0.025,0.446,0.324
Pina_26meses(SC),0.015,0.043,0.016,0.514,0.372
Pina_26meses(SC),0.026,0.061,0.026,0.467,0.366
Pina_26meses(SC),0.018,0.04,0.019,0.456,0.313
Pina_26meses(SC),0.018,0.038,0.02,0.47,0.324
Pina_26meses(SC),0.014,0.035,0.016,0.449,0.309
Pina_26meses(SC),0.012,0.029,0.013,0.377,0.254
Pina_26meses(SC),0.015,0.035,0.016,0.483,0.335
Pina_26meses(SC),0.016,0.039,0.019,0.402,0.287
Pina_26meses(SC),0.017,0.036,0.02,0.389,0.27
Pina_26meses(SC),0.017,0.037,0.017,0.472,0.322
Pina_26meses(SC),0.014,0.035,0.016,0.445,0.308
Pina_26meses(SC),0.014,0.03,0.015,0.405,0.276
Pina_26meses(SC),0.016,0.041,0.017,0.493,0.354
Pina_26meses(SC),0.026,0.052,0.029,0.453,0.323
Pina_26meses(SC),0.017,0.045,0.02,0.395,0.296
Pina_26meses(SC),0.021,0.039,0.025,0.376,0.26
Pina_26meses(SC),0.017,0.037,0.019,0.435,0.301
Pina_26meses(SC),0.018,0.042,0.02,0.39,0.278
Pina_26meses(SC),0.017,0.04,0.017,0.517,0.356
Pina_26meses(SC),0.022,0.049,0.025,0.447,0.331
Pina_26meses(SC),0.015,0.042,0.016,0.514,0.38
Pina_26meses(SC),0.026,0.06,0.026,0.468,0.372
Pina_26meses(SC),0.018,0.039,0.019,0.456,0.32
Pina_26meses(SC),0.018,0.037,0.02,0.47,0.332
Pina_26meses(SC),0.014,0.034,0.016,0.449,0.317
Pina_26meses(SC),0.012,0.028,0.013,0.377,0.261
Pina_26meses(SC),0.016,0.035,0.016,0.483,0.344
Pina_26meses(SC),0.016,0.038,0.019,0.403,0.294
Pina_26meses(SC),0.017,0.036,0.02,0.389,0.276
Pina_26meses(SC),0.017,0.036,0.017,0.472,0.33
Pina_26meses(SC),0.014,0.034,0.016,0.445,0.316
Pina_26meses(SC),0.014,0.03,0.015,0.405,0.283
Pina_26meses(SC),0.016,0.04,0.017,0.493,0.363
Pina_26meses(SC),0.026,0.051,0.029,0.453,0.33
Pina_26meses(SC),0.017,0.044,0.02,0.395,0.302
Pina_26meses(SC),0.021,0.039,0.025,0.375,0.266
Pina_26meses(SC),0.017,0.036,0.019,0.435,0.309
Pina_26meses(SC),0.018,0.042,0.02,0.391,0.284
Pina_26meses(SC),0.017,0.04,0.017,0.518,0.366
Pina_26meses(SC),0.022,0.048,0.025,0.447,0.337
Pina_26meses(SC),0.015,0.041,0.016,0.513,0.388
Pina_26meses(SC),0.026,0.06,0.026,0.469,0.378
Pina_26meses(SC),0.019,0.039,0.019,0.456,0.328
Pina_26meses(SC),0.018,0.037,0.02,0.47,0.34
Pina_26meses(SC),0.014,0.034,0.016,0.449,0.325
Pina_26meses(SC),0.012,0.028,0.013,0.377,0.267
Pina_26meses(SC),0.016,0.034,0.016,0.483,0.353
Pina_26meses(SC),0.016,0.038,0.019,0.403,0.3
Pina_26meses(SC),0.017,0.036,0.02,0.389,0.282
Pina_26meses(SC),0.017,0.035,0.017,0.472,0.338
Pina_26meses(SC),0.014,0.034,0.016,0.446,0.324
Pina_26meses(SC),0.014,0.029,0.015,0.405,0.29
Pina_26meses(SC),0.016,0.039,0.017,0.493,0.371
Pina_26meses(SC),0.027,0.051,0.029,0.454,0.337
Pina_26meses(SC),0.017,0.044,0.02,0.395,0.307
Pina_26meses(SC),0.021,0.039,0.025,0.375,0.272
Pina_26meses(SC),0.018,0.036,0.019,0.435,0.317
Pina_26meses(SC),0.018,0.041,0.02,0.391,0.29
Pina_26meses(SC),0.017,0.039,0.018,0.518,0.375
Pina_26meses(SC),0.022,0.048,0.025,0.447,0.343
Pina_26meses(SC),0.016,0.041,0.016,0.513,0.395
Pina_26meses(SC),0.026,0.059,0.026,0.468,0.383
Pina_26meses(SC),0.019,0.038,0.02,0.456,0.335
Pina_26meses(SC),0.018,0.036,0.02,0.47,0.348
Pina_26meses(SC),0.014,0.033,0.017,0.449,0.332
Pina_26meses(SC),0.012,0.028,0.013,0.377,0.274
Pina_26meses(SC),0.016,0.034,0.016,0.483,0.361
Pina_26meses(SC),0.016,0.037,0.019,0.403,0.306
Pina_26meses(SC),0.017,0.035,0.02,0.389,0.288
Pina_26meses(SC),0.017,0.035,0.018,0.472,0.345
Pina_26meses(SC),0.014,0.033,0.016,0.446,0.331
Pina_26meses(SC),0.014,0.029,0.015,0.405,0.297
Pina_26meses(SC),0.016,0.039,0.017,0.493,0.379
Pina_26meses(SC),0.027,0.05,0.03,0.454,0.344
Pina_26meses(SC),0.017,0.043,0.02,0.395,0.312
Pina_26meses(SC),0.021,0.038,0.025,0.375,0.278
Pina_26meses(SC),0.018,0.035,0.019,0.436,0.324
Pina_26meses(SC),0.019,0.041,0.02,0.391,0.296
Pina_26meses(SC),0.018,0.039,0.018,0.518,0.384
Pina_26meses(SC),0.022,0.047,0.025,0.447,0.348
Pina_26meses(SC),0.016,0.04,0.016,0.513,0.403
Pina_26meses(SC),0.026,0.058,0.026,0.468,0.388
Pina_26meses(SC),0.019,0.038,0.02,0.456,0.342
Pina_26meses(SC),0.018,0.036,0.02,0.47,0.355
Pina_26meses(SC),0.014,0.033,0.017,0.449,0.339
Pina_26meses(SC),0.013,0.027,0.013,0.378,0.279
Pina_26meses(SC),0.016,0.033,0.016,0.483,0.369
Pina_26meses(SC),0.016,0.037,0.019,0.403,0.311
Pina_26meses(SC),0.017,0.035,0.02,0.389,0.294
Pina_26meses(SC),0.017,0.035,0.018,0.473,0.353
Pina_26meses(SC),0.014,0.033,0.016,0.446,0.338
Pina_26meses(SC),0.014,0.029,0.015,0.405,0.304
Pina_26meses(SC),0.016,0.038,0.017,0.493,0.386
Pina_26meses(SC),0.027,0.05,0.03,0.454,0.35
Pina_26meses(SC),0.017,0.043,0.02,0.396,0.316
Pina_26meses(SC),0.021,0.038,0.025,0.376,0.283
Pina_26meses(SC),0.018,0.035,0.019,0.436,0.331
Pina_26meses(SC),0.019,0.04,0.02,0.391,0.301
Pina_26meses(SC),0.018,0.038,0.018,0.518,0.392
Pina_26meses(SC),0.022,0.047,0.026,0.447,0.354
Pina_26meses(SC),0.016,0.04,0.016,0.513,0.41
Pina_26meses(SC),0.027,0.058,0.026,0.468,0.393
Pina_26meses(SC),0.019,0.038,0.02,0.456,0.349
Pina_26meses(SC),0.019,0.036,0.02,0.47,0.362
Pina_26meses(SC),0.014,0.032,0.017,0.449,0.345
Pina_26meses(SC),0.013,0.027,0.013,0.378,0.285
Pina_26meses(SC),0.016,0.033,0.016,0.484,0.377
Pina_26meses(SC),0.016,0.037,0.019,0.403,0.317
Pina_26meses(SC),0.018,0.034,0.02,0.389,0.299
Pina_26meses(SC),0.017,0.034,0.018,0.473,0.359
Pina_26meses(SC),0.015,0.033,0.017,0.446,0.344
Pina_26meses(SC),0.014,0.028,0.015,0.406,0.31
Pina_26meses(SC),0.016,0.038,0.017,0.494,0.393
Pina_26meses(SC),0.027,0.05,0.03,0.454,0.356
Pina_26meses(SC),0.018,0.042,0.02,0.396,0.321
Pina_26meses(SC),0.021,0.038,0.025,0.376,0.288
Pina_26meses(SC),0.018,0.035,0.019,0.436,0.337
Pina_26meses(SC),0.019,0.04,0.02,0.391,0.307
Pina_26meses(SC),0.018,0.038,0.018,0.518,0.401
Pina_26meses(SC),0.023,0.047,0.026,0.447,0.359
Pina_26meses(SC),0.016,0.039,0.017,0.513,0.417
Pina_26meses(SC),0.027,0.057,0.026,0.469,0.398
Pina_26meses(SC),0.019,0.037,0.02,0.456,0.355
Pina_26meses(SC),0.019,0.035,0.02,0.471,0.368
Pina_26meses(SC),0.014,0.032,0.017,0.449,0.352
Pina_26meses(SC),0.013,0.027,0.014,0.378,0.291
Pina_26meses(SC),0.016,0.032,0.016,0.484,0.384
Pina_26meses(SC),0.016,0.036,0.019,0.403,0.322
Pina_26meses(SC),0.018,0.034,0.02,0.389,0.304
Pina_26meses(SC),0.017,0.034,0.018,0.473,0.366
Pina_26meses(SC),0.015,0.032,0.017,0.446,0.351
Pina_26meses(SC),0.014,0.028,0.015,0.406,0.316
Pina_26meses(SC),0.017,0.037,0.017,0.494,0.4
Pina_26meses(SC),0.027,0.049,0.03,0.454,0.362
Pina_26meses(SC),0.018,0.042,0.02,0.396,0.325
Pina_26meses(SC),0.021,0.037,0.025,0.376,0.294
